Team,Opponent,Venue,ForAgainst,Red_Cards,Corner_Kicks,Fouls_Commited,Yellow_Cards,Shots,Goal_Kicks,Throw_Ins,Tackles,First_Half_Yellow_Cards,SoT,Offsides,Round,Season,Column1,Unnamed: 0
OFI Crete,PAOK,Home,For,0.0,5.0,10.0,2.0,7.0,8.0,26.0,10.0,1.0,2.0,2.0,Gameweek 3,2026,,
OFI Crete,PAOK,Home,Against,0.0,2.0,16.0,1.0,14.0,4.0,20.0,14.0,1.0,4.0,7.0,Gameweek 3,2026,,
PAOK,OFI Crete,Away,For,0.0,2.0,16.0,1.0,14.0,4.0,20.0,14.0,1.0,4.0,7.0,Gameweek 3,2026,,
PAOK,OFI Crete,Away,Against,0.0,5.0,10.0,2.0,7.0,8.0,26.0,10.0,1.0,2.0,2.0,Gameweek 3,2026,,
AE Kifisia,Aris Thessaloniki,Home,For,1.0,2.0,14.0,1.0,6.0,10.0,17.0,30.0,0.0,0.0,0.0,Gameweek 4,2026,,
AE Kifisia,Aris Thessaloniki,Home,Against,0.0,4.0,20.0,3.0,15.0,6.0,20.0,10.0,1.0,4.0,1.0,Gameweek 4,2026,,
Aris Thessaloniki,AE Kifisia,Away,For,0.0,4.0,20.0,3.0,15.0,6.0,20.0,10.0,1.0,4.0,1.0,Gameweek 4,2026,,
Aris Thessaloniki,AE Kifisia,Away,Against,1.0,2.0,14.0,1.0,6.0,10.0,17.0,30.0,0.0,0.0,0.0,Gameweek 4,2026,,
MGS Panserraikos,APS Atromitos Athinon,Home,For,0.0,3.0,19.0,5.0,15.0,6.0,19.0,14.0,2.0,2.0,1.0,Gameweek 4,2026,,
MGS Panserraikos,APS Atromitos Athinon,Home,Against,0.0,7.0,21.0,3.0,11.0,10.0,25.0,19.0,1.0,2.0,3.0,Gameweek 4,2026,,
APS Atromitos Athinon,MGS Panserraikos,Away,For,0.0,7.0,21.0,3.0,11.0,10.0,25.0,19.0,1.0,2.0,3.0,Gameweek 4,2026,,
APS Atromitos Athinon,MGS Panserraikos,Away,Against,0.0,3.0,19.0,5.0,15.0,6.0,19.0,14.0,2.0,2.0,1.0,Gameweek 4,2026,,
NPS Volos,Asteras Aktor,Home,For,0.0,7.0,16.0,3.0,16.0,5.0,20.0,12.0,1.0,5.0,2.0,Gameweek 4,2026,,
NPS Volos,Asteras Aktor,Home,Against,0.0,3.0,21.0,4.0,11.0,9.0,15.0,16.0,1.0,4.0,2.0,Gameweek 4,2026,,
Asteras Aktor,NPS Volos,Away,For,0.0,3.0,21.0,4.0,11.0,9.0,15.0,16.0,1.0,4.0,2.0,Gameweek 4,2026,,
Asteras Aktor,NPS Volos,Away,Against,0.0,7.0,16.0,3.0,16.0,5.0,20.0,12.0,1.0,5.0,2.0,Gameweek 4,2026,,
PAOK,GFS Panetolikos,Home,For,0.0,12.0,10.0,1.0,24.0,1.0,27.0,8.0,1.0,8.0,1.0,Gameweek 4,2026,,
PAOK,GFS Panetolikos,Home,Against,1.0,1.0,19.0,5.0,3.0,11.0,11.0,13.0,3.0,2.0,1.0,Gameweek 4,2026,,
GFS Panetolikos,PAOK,Away,For,1.0,1.0,19.0,5.0,3.0,11.0,11.0,13.0,3.0,2.0,1.0,Gameweek 4,2026,,
GFS Panetolikos,PAOK,Away,Against,0.0,12.0,10.0,1.0,24.0,1.0,27.0,8.0,1.0,8.0,1.0,Gameweek 4,2026,,
AEL Novibet,AEK Athens,Home,For,0.0,4.0,13.0,4.0,14.0,13.0,18.0,10.0,2.0,3.0,0.0,Gameweek 4,2026,,
AEL Novibet,AEK Athens,Home,Against,0.0,6.0,15.0,0.0,24.0,9.0,16.0,11.0,0.0,4.0,2.0,Gameweek 4,2026,,
AEK Athens,AEL Novibet,Away,For,0.0,6.0,15.0,0.0,24.0,9.0,16.0,11.0,0.0,4.0,2.0,Gameweek 4,2026,,
AEK Athens,AEL Novibet,Away,Against,0.0,4.0,13.0,4.0,14.0,13.0,18.0,10.0,2.0,3.0,0.0,Gameweek 4,2026,,
APO Levadiakos,OFI Crete,Home,For,0.0,7.0,16.0,1.0,17.0,3.0,19.0,12.0,0.0,6.0,4.0,Gameweek 4,2026,,
APO Levadiakos,OFI Crete,Home,Against,2.0,3.0,19.0,3.0,5.0,9.0,15.0,7.0,2.0,2.0,0.0,Gameweek 4,2026,,
OFI Crete,APO Levadiakos,Away,For,2.0,3.0,19.0,3.0,5.0,9.0,15.0,7.0,2.0,2.0,0.0,Gameweek 4,2026,,
OFI Crete,APO Levadiakos,Away,Against,0.0,7.0,16.0,1.0,17.0,3.0,19.0,12.0,0.0,6.0,4.0,Gameweek 4,2026,,
Panathinaikos,Olympiacos FC,Home,For,0.0,1.0,16.0,4.0,6.0,8.0,27.0,7.0,1.0,2.0,3.0,Gameweek 4,2026,,
Panathinaikos,Olympiacos FC,Home,Against,0.0,4.0,18.0,4.0,9.0,3.0,29.0,11.0,2.0,3.0,1.0,Gameweek 4,2026,,
Olympiacos FC,Panathinaikos,Away,For,0.0,4.0,18.0,4.0,9.0,3.0,29.0,11.0,2.0,3.0,1.0,Gameweek 4,2026,,
Olympiacos FC,Panathinaikos,Away,Against,0.0,1.0,16.0,4.0,6.0,8.0,27.0,7.0,1.0,2.0,3.0,Gameweek 4,2026,,
Olympiacos FC,APO Levadiakos,Home,For,0.0,10.0,13.0,2.0,19.0,2.0,24.0,15.0,1.0,5.0,1.0,Gameweek 5,2026,,
Olympiacos FC,APO Levadiakos,Home,Against,0.0,3.0,17.0,5.0,6.0,10.0,25.0,11.0,1.0,4.0,3.0,Gameweek 5,2026,,
APO Levadiakos,Olympiacos FC,Away,For,0.0,3.0,17.0,5.0,6.0,10.0,25.0,11.0,1.0,4.0,3.0,Gameweek 5,2026,,
APO Levadiakos,Olympiacos FC,Away,Against,0.0,10.0,13.0,2.0,19.0,2.0,24.0,15.0,1.0,5.0,1.0,Gameweek 5,2026,,
Aris Thessaloniki,MGS Panserraikos,Home,For,0.0,10.0,11.0,2.0,25.0,4.0,32.0,17.0,0.0,4.0,4.0,Gameweek 5,2026,,
Aris Thessaloniki,MGS Panserraikos,Home,Against,0.0,1.0,12.0,4.0,8.0,14.0,12.0,16.0,2.0,2.0,0.0,Gameweek 5,2026,,
MGS Panserraikos,Aris Thessaloniki,Away,For,0.0,1.0,12.0,4.0,8.0,14.0,12.0,16.0,2.0,2.0,0.0,Gameweek 5,2026,,
MGS Panserraikos,Aris Thessaloniki,Away,Against,0.0,10.0,11.0,2.0,25.0,4.0,32.0,17.0,0.0,4.0,4.0,Gameweek 5,2026,,
AEK Athens,NPS Volos,Home,For,0.0,2.0,16.0,3.0,14.0,0.0,20.0,14.0,1.0,2.0,2.0,Gameweek 5,2026,,
AEK Athens,NPS Volos,Home,Against,0.0,1.0,19.0,2.0,3.0,6.0,16.0,10.0,0.0,1.0,1.0,Gameweek 5,2026,,
NPS Volos,AEK Athens,Away,For,0.0,1.0,19.0,2.0,3.0,6.0,16.0,10.0,0.0,1.0,1.0,Gameweek 5,2026,,
NPS Volos,AEK Athens,Away,Against,0.0,2.0,16.0,3.0,14.0,0.0,20.0,14.0,1.0,2.0,2.0,Gameweek 5,2026,,
OFI Crete,AE Kifisia,Home,For,1.0,3.0,18.0,2.0,6.0,12.0,15.0,13.0,1.0,3.0,2.0,Gameweek 5,2026,,
OFI Crete,AE Kifisia,Home,Against,0.0,6.0,20.0,6.0,22.0,6.0,21.0,12.0,2.0,9.0,2.0,Gameweek 5,2026,,
AE Kifisia,OFI Crete,Away,For,0.0,6.0,20.0,6.0,22.0,6.0,21.0,12.0,2.0,9.0,2.0,Gameweek 5,2026,,
AE Kifisia,OFI Crete,Away,Against,1.0,3.0,18.0,2.0,6.0,12.0,15.0,13.0,1.0,3.0,2.0,Gameweek 5,2026,,
Asteras Aktor,PAOK,Home,For,1.0,4.0,9.0,7.0,9.0,11.0,23.0,14.0,2.0,7.0,4.0,Gameweek 5,2026,,
Asteras Aktor,PAOK,Home,Against,0.0,4.0,12.0,4.0,14.0,3.0,20.0,4.0,2.0,4.0,0.0,Gameweek 5,2026,,
PAOK,Asteras Aktor,Away,For,0.0,4.0,12.0,4.0,14.0,3.0,20.0,4.0,2.0,4.0,0.0,Gameweek 5,2026,,
PAOK,Asteras Aktor,Away,Against,1.0,4.0,9.0,7.0,9.0,11.0,23.0,14.0,2.0,7.0,4.0,Gameweek 5,2026,,
GFS Panetolikos,Panathinaikos,Home,For,0.0,2.0,12.0,2.0,8.0,2.0,16.0,9.0,0.0,1.0,1.0,Gameweek 5,2026,,
GFS Panetolikos,Panathinaikos,Home,Against,0.0,5.0,16.0,3.0,12.0,6.0,23.0,21.0,0.0,5.0,2.0,Gameweek 5,2026,,
Panathinaikos,GFS Panetolikos,Away,For,0.0,5.0,16.0,3.0,12.0,6.0,23.0,21.0,0.0,5.0,2.0,Gameweek 5,2026,,
Panathinaikos,GFS Panetolikos,Away,Against,0.0,2.0,12.0,2.0,8.0,2.0,16.0,9.0,0.0,1.0,1.0,Gameweek 5,2026,,
APS Atromitos Athinon,AEL Novibet,Home,For,0.0,2.0,17.0,1.0,14.0,4.0,15.0,11.0,1.0,3.0,1.0,Gameweek 5,2026,,
APS Atromitos Athinon,AEL Novibet,Home,Against,1.0,3.0,18.0,6.0,5.0,11.0,15.0,12.0,2.0,2.0,4.0,Gameweek 5,2026,,
AEL Novibet,APS Atromitos Athinon,Away,For,1.0,3.0,18.0,6.0,5.0,11.0,15.0,12.0,2.0,2.0,4.0,Gameweek 5,2026,,
AEL Novibet,APS Atromitos Athinon,Away,Against,0.0,2.0,17.0,1.0,14.0,4.0,15.0,11.0,1.0,3.0,1.0,Gameweek 5,2026,,
MGS Panserraikos,Asteras Aktor,Home,For,0.0,2.0,25.0,5.0,10.0,6.0,20.0,11.0,1.0,2.0,2.0,Gameweek 6,2026,,
MGS Panserraikos,Asteras Aktor,Home,Against,0.0,4.0,18.0,4.0,10.0,7.0,14.0,16.0,2.0,5.0,0.0,Gameweek 6,2026,,
Asteras Aktor,MGS Panserraikos,Away,For,0.0,4.0,18.0,4.0,10.0,7.0,14.0,16.0,2.0,5.0,0.0,Gameweek 6,2026,,
Asteras Aktor,MGS Panserraikos,Away,Against,0.0,2.0,25.0,5.0,10.0,6.0,20.0,11.0,1.0,2.0,2.0,Gameweek 6,2026,,
OFI Crete,Aris Thessaloniki,Home,For,0.0,2.0,17.0,4.0,9.0,11.0,18.0,8.0,2.0,6.0,3.0,Gameweek 6,2026,,
OFI Crete,Aris Thessaloniki,Home,Against,0.0,5.0,19.0,0.0,12.0,2.0,30.0,11.0,0.0,6.0,1.0,Gameweek 6,2026,,
Aris Thessaloniki,OFI Crete,Away,For,0.0,5.0,19.0,0.0,12.0,2.0,30.0,11.0,0.0,6.0,1.0,Gameweek 6,2026,,
Aris Thessaloniki,OFI Crete,Away,Against,0.0,2.0,17.0,4.0,9.0,11.0,18.0,8.0,2.0,6.0,3.0,Gameweek 6,2026,,
AEL Novibet,NPS Volos,Home,For,0.0,10.0,16.0,4.0,15.0,5.0,16.0,12.0,2.0,5.0,1.0,Gameweek 6,2026,,
AEL Novibet,NPS Volos,Home,Against,0.0,2.0,21.0,3.0,20.0,7.0,14.0,12.0,1.0,12.0,2.0,Gameweek 6,2026,,
NPS Volos,AEL Novibet,Away,For,0.0,2.0,21.0,3.0,20.0,7.0,14.0,12.0,1.0,12.0,2.0,Gameweek 6,2026,,
NPS Volos,AEL Novibet,Away,Against,0.0,10.0,16.0,4.0,15.0,5.0,16.0,12.0,2.0,5.0,1.0,Gameweek 6,2026,,
AE Kifisia,AEK Athens,Home,For,0.0,6.0,20.0,3.0,16.0,7.0,17.0,8.0,1.0,7.0,1.0,Gameweek 6,2026,,
AE Kifisia,AEK Athens,Home,Against,1.0,3.0,18.0,6.0,9.0,10.0,18.0,13.0,5.0,3.0,1.0,Gameweek 6,2026,,
AEK Athens,AE Kifisia,Away,For,1.0,3.0,18.0,6.0,9.0,10.0,18.0,13.0,5.0,3.0,1.0,Gameweek 6,2026,,
AEK Athens,AE Kifisia,Away,Against,0.0,6.0,20.0,3.0,16.0,7.0,17.0,8.0,1.0,7.0,1.0,Gameweek 6,2026,,
APO Levadiakos,GFS Panetolikos,Home,For,0.0,6.0,11.0,0.0,17.0,10.0,17.0,9.0,0.0,10.0,1.0,Gameweek 6,2026,,
APO Levadiakos,GFS Panetolikos,Home,Against,2.0,2.0,9.0,3.0,7.0,8.0,9.0,11.0,3.0,1.0,0.0,Gameweek 6,2026,,
GFS Panetolikos,APO Levadiakos,Away,For,2.0,2.0,9.0,3.0,7.0,8.0,9.0,11.0,3.0,1.0,0.0,Gameweek 6,2026,,
GFS Panetolikos,APO Levadiakos,Away,Against,0.0,6.0,11.0,0.0,17.0,10.0,17.0,9.0,0.0,10.0,1.0,Gameweek 6,2026,,
PAOK,Olympiacos FC,Home,For,0.0,1.0,13.0,4.0,10.0,8.0,30.0,12.0,1.0,5.0,3.0,Gameweek 6,2026,,
PAOK,Olympiacos FC,Home,Against,0.0,3.0,14.0,3.0,9.0,5.0,32.0,14.0,2.0,2.0,2.0,Gameweek 6,2026,,
Olympiacos FC,PAOK,Away,For,0.0,3.0,14.0,3.0,9.0,5.0,32.0,14.0,2.0,2.0,2.0,Gameweek 6,2026,,
Olympiacos FC,PAOK,Away,Against,0.0,1.0,13.0,4.0,10.0,8.0,30.0,12.0,1.0,5.0,3.0,Gameweek 6,2026,,
Panathinaikos,APS Atromitos Athinon,Home,For,0.0,6.0,18.0,0.0,19.0,2.0,15.0,16.0,0.0,8.0,3.0,Gameweek 6,2026,,
Panathinaikos,APS Atromitos Athinon,Home,Against,0.0,2.0,17.0,1.0,3.0,10.0,14.0,14.0,0.0,0.0,1.0,Gameweek 6,2026,,
APS Atromitos Athinon,Panathinaikos,Away,For,0.0,2.0,17.0,1.0,3.0,10.0,14.0,14.0,0.0,0.0,1.0,Gameweek 6,2026,,
APS Atromitos Athinon,Panathinaikos,Away,Against,0.0,6.0,18.0,0.0,19.0,2.0,15.0,16.0,0.0,8.0,3.0,Gameweek 6,2026,,
AEL Novibet,Olympiacos FC,Home,For,0.0,1.0,14.0,3.0,4.0,7.0,22.0,14.0,1.0,2.0,2.0,Gameweek 7,2026,,
AEL Novibet,Olympiacos FC,Home,Against,0.0,6.0,21.0,1.0,14.0,3.0,18.0,13.0,1.0,5.0,2.0,Gameweek 7,2026,,
Olympiacos FC,AEL Novibet,Away,For,0.0,6.0,21.0,1.0,14.0,3.0,18.0,13.0,1.0,5.0,2.0,Gameweek 7,2026,,
Olympiacos FC,AEL Novibet,Away,Against,0.0,1.0,14.0,3.0,4.0,7.0,22.0,14.0,1.0,2.0,2.0,Gameweek 7,2026,,
APS Atromitos Athinon,APO Levadiakos,Home,For,0.0,1.0,19.0,6.0,7.0,6.0,24.0,12.0,1.0,4.0,1.0,Gameweek 7,2026,,
APS Atromitos Athinon,APO Levadiakos,Home,Against,0.0,5.0,11.0,0.0,9.0,4.0,24.0,16.0,0.0,3.0,2.0,Gameweek 7,2026,,
APO Levadiakos,APS Atromitos Athinon,Away,For,0.0,5.0,11.0,0.0,9.0,4.0,24.0,16.0,0.0,3.0,2.0,Gameweek 7,2026,,
APO Levadiakos,APS Atromitos Athinon,Away,Against,0.0,1.0,19.0,6.0,7.0,6.0,24.0,12.0,1.0,4.0,1.0,Gameweek 7,2026,,
GFS Panetolikos,OFI Crete,Home,For,1.0,4.0,14.0,4.0,10.0,11.0,15.0,16.0,1.0,5.0,1.0,Gameweek 7,2026,,
GFS Panetolikos,OFI Crete,Home,Against,1.0,7.0,7.0,4.0,14.0,6.0,15.0,11.0,2.0,5.0,0.0,Gameweek 7,2026,,
OFI Crete,GFS Panetolikos,Away,For,1.0,7.0,7.0,4.0,14.0,6.0,15.0,11.0,2.0,5.0,0.0,Gameweek 7,2026,,
OFI Crete,GFS Panetolikos,Away,Against,1.0,4.0,14.0,4.0,10.0,11.0,15.0,16.0,1.0,5.0,1.0,Gameweek 7,2026,,
Asteras Aktor,AE Kifisia,Home,For,0.0,3.0,15.0,6.0,7.0,7.0,16.0,7.0,3.0,4.0,2.0,Gameweek 7,2026,,
Asteras Aktor,AE Kifisia,Home,Against,0.0,5.0,23.0,5.0,20.0,10.0,19.0,7.0,3.0,8.0,3.0,Gameweek 7,2026,,
AE Kifisia,Asteras Aktor,Away,For,0.0,5.0,23.0,5.0,20.0,10.0,19.0,7.0,3.0,8.0,3.0,Gameweek 7,2026,,
AE Kifisia,Asteras Aktor,Away,Against,0.0,3.0,15.0,6.0,7.0,7.0,16.0,7.0,3.0,4.0,2.0,Gameweek 7,2026,,
NPS Volos,MGS Panserraikos,Home,For,0.0,11.0,9.0,0.0,21.0,6.0,23.0,14.0,0.0,6.0,0.0,Gameweek 7,2026,,
NPS Volos,MGS Panserraikos,Home,Against,0.0,2.0,19.0,3.0,9.0,11.0,17.0,24.0,0.0,3.0,1.0,Gameweek 7,2026,,
MGS Panserraikos,NPS Volos,Away,For,0.0,2.0,19.0,3.0,9.0,11.0,17.0,24.0,0.0,3.0,1.0,Gameweek 7,2026,,
MGS Panserraikos,NPS Volos,Away,Against,0.0,11.0,9.0,0.0,21.0,6.0,23.0,14.0,0.0,6.0,0.0,Gameweek 7,2026,,
Aris Thessaloniki,Panathinaikos,Home,For,0.0,2.0,14.0,1.0,14.0,11.0,26.0,14.0,0.0,3.0,5.0,Gameweek 7,2026,,
Aris Thessaloniki,Panathinaikos,Home,Against,0.0,2.0,16.0,2.0,14.0,3.0,25.0,20.0,2.0,4.0,3.0,Gameweek 7,2026,,
Panathinaikos,Aris Thessaloniki,Away,For,0.0,2.0,16.0,2.0,14.0,3.0,25.0,20.0,2.0,4.0,3.0,Gameweek 7,2026,,
Panathinaikos,Aris Thessaloniki,Away,Against,0.0,2.0,14.0,1.0,14.0,11.0,26.0,14.0,0.0,3.0,5.0,Gameweek 7,2026,,
AEK Athens,PAOK,Home,For,1.0,5.0,20.0,2.0,13.0,7.0,25.0,12.0,1.0,5.0,2.0,Gameweek 7,2026,,
AEK Athens,PAOK,Home,Against,0.0,3.0,14.0,1.0,11.0,7.0,23.0,16.0,0.0,5.0,2.0,Gameweek 7,2026,,
PAOK,AEK Athens,Away,For,0.0,3.0,14.0,1.0,11.0,7.0,23.0,16.0,0.0,5.0,2.0,Gameweek 7,2026,,
PAOK,AEK Athens,Away,Against,1.0,5.0,20.0,2.0,13.0,7.0,25.0,12.0,1.0,5.0,2.0,Gameweek 7,2026,,
AE Kifisia,GFS Panetolikos,Home,For,1.0,4.0,16.0,6.0,11.0,7.0,14.0,12.0,3.0,4.0,1.0,Gameweek 8,2026,,
AE Kifisia,GFS Panetolikos,Home,Against,0.0,4.0,14.0,1.0,12.0,10.0,15.0,14.0,0.0,3.0,4.0,Gameweek 8,2026,,
GFS Panetolikos,AE Kifisia,Away,For,0.0,4.0,14.0,1.0,12.0,10.0,15.0,14.0,0.0,3.0,4.0,Gameweek 8,2026,,
GFS Panetolikos,AE Kifisia,Away,Against,1.0,4.0,16.0,6.0,11.0,7.0,14.0,12.0,3.0,4.0,1.0,Gameweek 8,2026,,
MGS Panserraikos,AEL Novibet,Home,For,1.0,1.0,17.0,2.0,9.0,14.0,23.0,12.0,0.0,1.0,2.0,Gameweek 8,2026,,
MGS Panserraikos,AEL Novibet,Home,Against,0.0,6.0,18.0,3.0,20.0,7.0,15.0,16.0,1.0,7.0,0.0,Gameweek 8,2026,,
AEL Novibet,MGS Panserraikos,Away,For,0.0,6.0,18.0,3.0,20.0,7.0,15.0,16.0,1.0,7.0,0.0,Gameweek 8,2026,,
AEL Novibet,MGS Panserraikos,Away,Against,1.0,1.0,17.0,2.0,9.0,14.0,23.0,12.0,0.0,1.0,2.0,Gameweek 8,2026,,
OFI Crete,APS Atromitos Athinon,Home,For,0.0,4.0,16.0,2.0,18.0,5.0,20.0,26.0,0.0,2.0,0.0,Gameweek 8,2026,,
OFI Crete,APS Atromitos Athinon,Home,Against,0.0,8.0,18.0,2.0,11.0,15.0,21.0,16.0,1.0,4.0,3.0,Gameweek 8,2026,,
APS Atromitos Athinon,OFI Crete,Away,For,0.0,8.0,18.0,2.0,11.0,15.0,21.0,16.0,1.0,4.0,3.0,Gameweek 8,2026,,
APS Atromitos Athinon,OFI Crete,Away,Against,0.0,4.0,16.0,2.0,18.0,5.0,20.0,26.0,0.0,2.0,0.0,Gameweek 8,2026,,
APO Levadiakos,Aris Thessaloniki,Home,For,0.0,5.0,15.0,1.0,15.0,5.0,36.0,10.0,1.0,4.0,1.0,Gameweek 8,2026,,
APO Levadiakos,Aris Thessaloniki,Home,Against,0.0,7.0,19.0,3.0,8.0,10.0,18.0,9.0,2.0,2.0,2.0,Gameweek 8,2026,,
Aris Thessaloniki,APO Levadiakos,Away,For,0.0,7.0,19.0,3.0,8.0,10.0,18.0,9.0,2.0,2.0,2.0,Gameweek 8,2026,,
Aris Thessaloniki,APO Levadiakos,Away,Against,0.0,5.0,15.0,1.0,15.0,5.0,36.0,10.0,1.0,4.0,1.0,Gameweek 8,2026,,
Panathinaikos,Asteras Aktor,Home,For,0.0,6.0,18.0,3.0,17.0,3.0,24.0,11.0,0.0,6.0,0.0,Gameweek 8,2026,,
Panathinaikos,Asteras Aktor,Home,Against,0.0,2.0,11.0,3.0,3.0,9.0,19.0,17.0,1.0,0.0,6.0,Gameweek 8,2026,,
Asteras Aktor,Panathinaikos,Away,For,0.0,2.0,11.0,3.0,3.0,9.0,19.0,17.0,1.0,0.0,6.0,Gameweek 8,2026,,
Asteras Aktor,Panathinaikos,Away,Against,0.0,6.0,18.0,3.0,17.0,3.0,24.0,11.0,0.0,6.0,0.0,Gameweek 8,2026,,
PAOK,NPS Volos,Home,For,0.0,6.0,11.0,2.0,8.0,2.0,23.0,16.0,0.0,3.0,2.0,Gameweek 8,2026,,
PAOK,NPS Volos,Home,Against,0.0,0.0,12.0,2.0,2.0,8.0,24.0,14.0,1.0,1.0,3.0,Gameweek 8,2026,,
NPS Volos,PAOK,Away,For,0.0,0.0,12.0,2.0,2.0,8.0,24.0,14.0,1.0,1.0,3.0,Gameweek 8,2026,,
NPS Volos,PAOK,Away,Against,0.0,6.0,11.0,2.0,8.0,2.0,23.0,16.0,0.0,3.0,2.0,Gameweek 8,2026,,
Olympiacos FC,AEK Athens,Home,For,0.0,4.0,9.0,3.0,11.0,5.0,24.0,21.0,2.0,5.0,3.0,Gameweek 8,2026,,
Olympiacos FC,AEK Athens,Home,Against,0.0,4.0,17.0,2.0,6.0,6.0,25.0,10.0,0.0,1.0,4.0,Gameweek 8,2026,,
AEK Athens,Olympiacos FC,Away,For,0.0,4.0,17.0,2.0,6.0,6.0,25.0,10.0,0.0,1.0,4.0,Gameweek 8,2026,,
AEK Athens,Olympiacos FC,Away,Against,0.0,4.0,9.0,3.0,11.0,5.0,24.0,21.0,2.0,5.0,3.0,Gameweek 8,2026,,
NPS Volos,Panathinaikos,Home,For,0.0,0.0,16.0,5.0,5.0,15.0,13.0,18.0,0.0,2.0,0.0,Gameweek 9,2026,,
NPS Volos,Panathinaikos,Home,Against,0.0,5.0,16.0,1.0,15.0,6.0,22.0,22.0,1.0,4.0,3.0,Gameweek 9,2026,,
Panathinaikos,NPS Volos,Away,For,0.0,5.0,16.0,1.0,15.0,6.0,22.0,22.0,1.0,4.0,3.0,Gameweek 9,2026,,
Panathinaikos,NPS Volos,Away,Against,0.0,0.0,16.0,5.0,5.0,15.0,13.0,18.0,0.0,2.0,0.0,Gameweek 9,2026,,
APS Atromitos Athinon,AE Kifisia,Home,For,0.0,3.0,5.0,1.0,20.0,11.0,15.0,13.0,0.0,3.0,5.0,Gameweek 9,2026,,
APS Atromitos Athinon,AE Kifisia,Home,Against,0.0,9.0,18.0,4.0,23.0,11.0,22.0,12.0,1.0,8.0,0.0,Gameweek 9,2026,,
AE Kifisia,APS Atromitos Athinon,Away,For,0.0,9.0,18.0,4.0,23.0,11.0,22.0,12.0,1.0,8.0,0.0,Gameweek 9,2026,,
AE Kifisia,APS Atromitos Athinon,Away,Against,0.0,3.0,5.0,1.0,20.0,11.0,15.0,13.0,0.0,3.0,5.0,Gameweek 9,2026,,
Olympiacos FC,Aris Thessaloniki,Home,For,1.0,5.0,12.0,2.0,12.0,10.0,30.0,4.0,1.0,5.0,2.0,Gameweek 9,2026,,
Olympiacos FC,Aris Thessaloniki,Home,Against,0.0,7.0,11.0,1.0,12.0,6.0,12.0,5.0,0.0,4.0,1.0,Gameweek 9,2026,,
Aris Thessaloniki,Olympiacos FC,Away,For,0.0,7.0,11.0,1.0,12.0,6.0,12.0,5.0,0.0,4.0,1.0,Gameweek 9,2026,,
Aris Thessaloniki,Olympiacos FC,Away,Against,1.0,5.0,12.0,2.0,12.0,10.0,30.0,4.0,1.0,5.0,2.0,Gameweek 9,2026,,
AEL Novibet,APO Levadiakos,Home,For,0.0,3.0,14.0,3.0,15.0,7.0,17.0,10.0,1.0,5.0,0.0,Gameweek 9,2026,,
AEL Novibet,APO Levadiakos,Home,Against,0.0,11.0,12.0,4.0,12.0,7.0,18.0,16.0,1.0,6.0,2.0,Gameweek 9,2026,,
APO Levadiakos,AEL Novibet,Away,For,0.0,11.0,12.0,4.0,12.0,7.0,18.0,16.0,1.0,6.0,2.0,Gameweek 9,2026,,
APO Levadiakos,AEL Novibet,Away,Against,0.0,3.0,14.0,3.0,15.0,7.0,17.0,10.0,1.0,5.0,0.0,Gameweek 9,2026,,
MGS Panserraikos,PAOK,Home,For,0.0,2.0,10.0,0.0,7.0,7.0,24.0,19.0,0.0,1.0,1.0,Gameweek 9,2026,,
MGS Panserraikos,PAOK,Home,Against,0.0,4.0,7.0,0.0,16.0,8.0,20.0,10.0,0.0,7.0,2.0,Gameweek 9,2026,,
PAOK,MGS Panserraikos,Away,For,0.0,4.0,7.0,0.0,16.0,8.0,20.0,10.0,0.0,7.0,2.0,Gameweek 9,2026,,
PAOK,MGS Panserraikos,Away,Against,0.0,2.0,10.0,0.0,7.0,7.0,24.0,19.0,0.0,1.0,1.0,Gameweek 9,2026,,
AEK Athens,GFS Panetolikos,Home,For,0.0,8.0,16.0,5.0,18.0,2.0,24.0,5.0,2.0,3.0,1.0,Gameweek 9,2026,,
AEK Athens,GFS Panetolikos,Home,Against,0.0,2.0,12.0,2.0,5.0,14.0,17.0,12.0,1.0,1.0,1.0,Gameweek 9,2026,,
GFS Panetolikos,AEK Athens,Away,For,0.0,2.0,12.0,2.0,5.0,14.0,17.0,12.0,1.0,1.0,1.0,Gameweek 9,2026,,
GFS Panetolikos,AEK Athens,Away,Against,0.0,8.0,16.0,5.0,18.0,2.0,24.0,5.0,2.0,3.0,1.0,Gameweek 9,2026,,
Asteras Aktor,OFI Crete,Home,For,0.0,10.0,13.0,2.0,21.0,2.0,22.0,7.0,2.0,7.0,3.0,Gameweek 9,2026,,
Asteras Aktor,OFI Crete,Home,Against,1.0,1.0,11.0,4.0,7.0,12.0,10.0,11.0,3.0,3.0,2.0,Gameweek 9,2026,,
OFI Crete,Asteras Aktor,Away,For,1.0,1.0,11.0,4.0,7.0,12.0,10.0,11.0,3.0,3.0,2.0,Gameweek 9,2026,,
OFI Crete,Asteras Aktor,Away,Against,0.0,10.0,13.0,2.0,21.0,2.0,22.0,7.0,2.0,7.0,3.0,Gameweek 9,2026,,
GFS Panetolikos,AEL Novibet,Home,For,0.0,4.0,7.0,1.0,9.0,12.0,13.0,5.0,0.0,5.0,3.0,Gameweek 10,2026,,
GFS Panetolikos,AEL Novibet,Home,Against,0.0,2.0,9.0,1.0,16.0,4.0,14.0,17.0,0.0,3.0,2.0,Gameweek 10,2026,,
